brand,week_start,positive_ratio,neutral_ratio,negative_ratio,total_docs,top_keywords
kyobo,2025-11-10,0.762,0.238,0.0,21,"[""건강"", ""만보기"", ""앱에서"", ""점이"", ""가장""]"
kyobo,2025-11-17,0.818,0.182,0.0,44,"[""건강"", ""가장"", ""교보생명"", ""기능이"", ""있다는""]"
kyobo,2025-11-24,0.4,0.6,0.0,15,"[""보고"", ""서재에"", ""통해"", ""있는"", ""싶습니다""]"
kyobo,2025-12-01,0.451,0.549,0.0,71,"[""서재에"", ""교보생명"", ""싶어요"", ""같아요"", ""저도""]"
kyobo,2025-12-08,0.358,0.642,0.0,67,"[""열심히"", ""대충"", ""쓰는"", ""서재에"", ""싶어요""]"
kyobo,2025-12-15,0.292,0.708,0.0,89,"[""책을"", ""년에는"", ""독서"", ""꾸준히"", ""읽는""]"
kyobo,2025-12-22,0.548,0.452,0.0,62,"[""있어요"", ""매일"", ""작은"", ""꾸준히"", ""건강""]"
kyobo,2025-12-29,0.783,0.207,0.011,92,"[""건강"", ""꾸준히"", ""년에는"", ""싶어요"", ""건강을""]"
kyobo,2026-01-05,0.772,0.228,0.0,57,"[""추천하고"", ""운동은"", ""있는"", ""싶은"", ""추천합니다""]"
kyobo,2026-01-12,0.5,0.5,0.0,2,"[""당첨자"", ""발표"", ""이벤트에"", ""참여해주신"", ""모든""]"
kyobo,2026-01-19,0.0,1.0,0.0,1,"[""당첨자"", ""발표"", ""이벤트에"", ""참여해주신"", ""모든""]"
kyobo,2026-01-26,0.821,0.179,0.0,28,"[""자극적인"", ""하고"", ""건강한"", ""너무"", ""영상""]"
kyobo,2026-02-02,0.744,0.256,0.0,39,"[""야식"", ""자극적인"", ""맵고"", ""음식"", ""년부터""]"
kyobo,2026-02-09,0.167,0.833,0.0,6,"[""교보생명"", ""감성"", ""왕과"", ""사는"", ""후기""]"
kyobo,2026-02-16,0.286,0.571,0.143,7,"[""교보생명"", ""후기"", ""에이블짐"", ""신촌점"", ""뮤지컬""]"
kyobo,2026-02-23,0.3,0.6,0.1,10,"[""교보생명"", ""후기"", ""비켈드"", ""시간"", ""접속""]"
kyobo,2026-03-02,0.267,0.733,0.0,15,"[""교보생명"", ""후기"", ""바로"", ""신용대출"", ""실제""]"
kyobo,2026-03-09,0.143,0.857,0.0,14,"[""교보생명"", ""후기"", ""맛집"", ""위치"", ""부산""]"
kyobo,2026-03-16,0.4,0.6,0.0,15,"[""후기"", ""교보생명"", ""미용실"", ""교보생명빌딩"", ""단청헤어스튜디오""]"
kyobo,2026-03-23,0.447,0.5,0.053,38,"[""교보생명"", ""기쁨과"", ""일의"", ""싶어요"", ""후기""]"
kyobo,2026-03-30,0.4,0.6,0.0,45,"[""일의"", ""교보생명"", ""기쁨과"", ""후기"", ""슬픔""]"
kyobo,2026-04-06,0.349,0.603,0.048,63,"[""후기"", ""교보생명"", ""서울"", ""일의"", ""기쁨과""]"
kyobo,2026-04-13,0.25,0.7,0.05,20,"[""후기"", ""교보생명"", ""서울"", ""후기를"", ""이조장어""]"
kyobo,2026-04-20,0.25,0.688,0.062,16,"[""교보생명"", ""후기"", ""데자뷰메디스킨"", ""맞은편"", ""계림점""]"
kyobo,2026-04-27,0.4,0.6,0.0,15,"[""교보생명"", ""후기"", ""맛집"", ""신흥동"", ""성남""]"
kyobo,2026-05-04,0.477,0.505,0.018,111,"[""교보생명"", ""서재에"", ""레오"", ""책을"", ""다시""]"
kyobo,2026-05-11,0.351,0.649,0.0,37,"[""교보생명"", ""서재에"", ""레오"", ""후기"", ""추가하고""]"
metlife,2019-12-23,0.0,1.0,0.0,1,"[""손해보험"", ""생명"", ""서비스리뷰"", ""시럽"", ""금융""]"
metlife,2020-01-06,1.0,0.0,0.0,1,"[""핫이슈"", ""금융상품"", ""추천"", ""연금"", ""펀드""]"
metlife,2020-02-03,0.0,1.0,0.0,1,"[""에니어그램"", ""강사"", ""전문강사"", ""교육안내"", ""세일즈""]"
metlife,2020-02-10,1.0,0.0,0.0,1,"[""핫이슈"", ""금융상품"", ""추천"", ""연금"", ""펀드""]"
metlife,2020-02-24,0.0,1.0,0.0,1,"[""코로나"", ""보험적용과"", ""보험금지급"", ""보장"", ""투모로우""]"
metlife,2020-03-02,1.0,0.0,0.0,1,"[""핫이슈"", ""금융상품"", ""추천"", ""연금"", ""펀드""]"
metlife,2020-03-09,0.5,0.5,0.0,2,"[""생명보험"", ""보험리모델링"", ""갱신형"", ""세보장"", ""재설계""]"
metlife,2020-03-23,1.0,0.0,0.0,1,"[""보험비교상담"", ""추천"", ""건강"", ""어린이"", ""실손""]"
metlife,2020-04-20,0.0,1.0,0.0,1,"[""개인연금"", ""연금저축"", ""장단점"", ""파악하고"", ""가입하기""]"
metlife,2020-05-11,0.0,1.0,0.0,1,"[""민식이법"", ""대비"", ""운전자보험추천"", ""완벽정리"", ""투모로우""]"
metlife,2020-05-18,0.0,1.0,0.0,1,"[""치매보험"", ""간병보험추천"", ""완벽정리"", ""투모로우"", ""카페""]"
metlife,2020-06-15,0.0,1.0,0.0,1,"[""산모교실"", ""상해"", ""의정부"", ""맘마미아"", ""후기""]"
metlife,2020-09-07,0.0,1.0,0.0,1,"[""태아보험"", ""어린이보험"", ""손해없이"", ""확실한"", ""가입요령""]"
metlife,2020-11-09,0.0,1.0,0.0,1,"[""피플라이프"", ""분당사업단"", ""고액보험"", ""세일즈"", ""입문과정""]"
metlife,2020-11-23,0.0,1.0,0.0,1,"[""천만원"", ""벌게해준"", ""세일즈"", ""특강"", ""모집""]"
metlife,2020-12-07,1.0,0.0,0.0,1,"[""나주혁신도시맛집"", ""전설의"", ""김또깡"", ""짱맛"", ""새로운""]"
metlife,2020-12-14,1.0,0.0,0.0,1,"[""보험증권"", ""보장분석"", ""사례"", ""어린이"", ""보험리모델링""]"
metlife,2020-12-21,1.0,0.0,0.0,1,"[""보험증권"", ""보장분석"", ""사례"", ""여성"", ""직장인""]"
metlife,2021-01-04,1.0,0.0,0.0,1,"[""맛집"", ""나주혁신도시"", ""전설의"", ""김또깡"", ""고기""]"
metlife,2021-01-25,0.0,1.0,0.0,1,"[""보험영업"", ""팀원"", ""동반"", ""후기"", ""클로징""]"
metlife,2021-02-01,0.0,1.0,0.0,1,"[""변액연금"", ""천만원"", ""계약"", ""펀드투입"", ""보험료""]"
metlife,2021-03-01,0.0,1.0,0.0,1,"[""합격"", ""보험회사"", ""서류"", ""인적성"", ""외국계""]"
metlife,2021-03-15,0.333,0.667,0.0,3,"[""신경치료"", ""후기"", ""보험증권"", ""보장분석"", ""사례""]"
metlife,2021-03-22,0.0,0.0,1.0,3,"[""메트라이프"", ""유니버셜"", ""민원해지"", ""전액"", ""환불""]"
metlife,2021-04-19,0.0,1.0,0.0,1,"[""생명"", ""제휴"", ""현황"", ""회사"", ""신입사원재테크""]"
metlife,2021-05-03,0.0,1.0,0.0,2,"[""생명"", ""사느냐"", ""제휴"", ""현황"", ""회사""]"
metlife,2021-05-10,0.0,1.0,0.0,4,"[""생명"", ""제휴"", ""현황"", ""회사"", ""추천""]"
metlife,2021-05-24,0.0,1.0,0.0,2,"[""열린"", ""후기"", ""손해보험"", ""대한약학회"", ""앰배서더호텔""]"
metlife,2021-06-07,0.0,1.0,0.0,1,"[""보험리모델링"", ""추천"", ""보험재설계가"", ""필요한"", ""투모로우""]"
metlife,2021-06-14,0.0,0.0,1.0,1,"[""생명"", ""가입한"", ""매트라이프"", ""환불"", ""받았습니다""]"
metlife,2021-06-21,0.333,0.333,0.333,3,"[""생명"", ""중계"", ""제휴"", ""현황"", ""회사""]"
metlife,2021-06-28,0.5,0.0,0.5,2,"[""생명"", ""메트라이프생명"", ""삼성생명"", ""제휴"", ""현황""]"
metlife,2021-07-05,0.0,1.0,0.0,1,"[""메트라이프"", ""후기"", ""변액윤버셜보험"", ""수익률공개"", ""운용""]"
metlife,2021-07-26,1.0,0.0,0.0,1,"[""메트라이프"", ""무배당"", ""변액연금보험"", ""동행"", ""오늘자""]"
metlife,2021-08-16,0.0,1.0,0.0,2,"[""생명"", ""웨딩"", ""제휴"", ""현황"", ""회사""]"
metlife,2021-11-15,0.0,1.0,0.0,2,"[""채용"", ""컨설팅"", ""궁금하다면"", ""생명"", ""부동산""]"
metlife,2021-11-22,0.0,1.0,0.0,1,"[""화요일"", ""오전장"", ""자료"", ""정식종목"", ""수익""]"
metlife,2021-12-06,0.0,1.0,0.0,1,"[""메트라이프생명보험"", ""기출자료"", ""면접후기"", ""전형방식"", ""최근""]"
metlife,2021-12-13,0.0,1.0,0.0,3,"[""후기"", ""메트라이프생명"", ""메트라이프"", ""취업컨설팅"", ""하반기""]"
metlife,2021-12-27,0.0,1.0,0.0,1,"[""토론회"", ""줌라이브"", ""공공그라운드"", ""스테이지에서"", ""열린""]"
metlife,2022-01-03,1.0,0.0,0.0,1,"[""메트라이프"", ""합격실화"", ""면접"", ""후기"", ""금융권취업""]"
metlife,2022-01-24,0.5,0.5,0.0,2,"[""돈을"", ""돈이"", ""미래에셋생명"", ""메트라이프생명"", ""푸르덴셜생명""]"
metlife,2022-01-31,0.0,1.0,0.0,2,"[""생명"", ""한화생명"", ""채권"", ""제휴"", ""현황""]"
metlife,2022-02-07,0.0,1.0,0.0,1,"[""메트라이프"", ""실버플랜"", ""변액유니버셜"", ""무배당"", ""해지""]"
metlife,2022-02-14,0.0,1.0,0.0,1,"[""생명"", ""제휴"", ""현황"", ""회사"", ""신혼부부재무설계""]"
metlife,2022-03-07,0.0,1.0,0.0,1,"[""메트라이프"", ""잘해주십니다"", ""최종합격"", ""후기"", ""년간""]"
metlife,2022-03-14,0.333,0.667,0.0,3,"[""생명"", ""제휴"", ""현황"", ""회사"", ""생명보험사""]"
metlife,2022-03-21,0.0,1.0,0.0,2,"[""생명"", ""제휴"", ""현황"", ""회사"", ""메트라이프""]"
metlife,2022-04-04,0.0,1.0,0.0,1,"[""시험"", ""방법"", ""합격"", ""후기"", ""목디스크""]"
metlife,2022-04-25,0.0,1.0,0.0,1,"[""무배당"", ""유니버셜달러종신보험"", ""해약"", ""후기"", ""사회초년생""]"
metlife,2022-06-20,0.0,1.0,0.0,1,"[""볼트"", ""춘천브런치카페"", ""카페드"", ""후기"", ""시작해볼께요""]"
metlife,2022-06-27,1.0,0.0,0.0,1,"[""보험료낮추기"", ""성공사례"", ""미혼"", ""여성자매의"", ""보험리모델링""]"
metlife,2022-07-04,0.0,1.0,0.0,1,"[""생명"", ""제휴"", ""현황"", ""회사"", ""재테크상담""]"
metlife,2022-07-11,0.5,0.5,0.0,2,"[""후기"", ""월천스쿨"", ""연차총회"", ""참석"", ""생명보험""]"
metlife,2022-07-18,0.0,0.5,0.5,2,"[""보험금청구"", ""유니버셜"", ""종신보험"", ""생명이"", ""메트라이프""]"
metlife,2022-07-25,1.0,0.0,0.0,1,"[""커넥트앤"", ""재무"", ""투자"", ""최고는"", ""어디""]"
metlife,2022-08-01,0.0,1.0,0.0,2,"[""생명"", ""제휴"", ""현황"", ""회사"", ""추천""]"
metlife,2022-08-15,1.0,0.0,0.0,1,"[""세대"", ""실손전환"", ""핵심정리"", ""보험료절약"", ""보장업그레이드""]"
metlife,2022-08-29,0.0,1.0,0.0,2,"[""생명"", ""제휴"", ""현황"", ""회사"", ""푸르덴셜생명""]"
metlife,2022-09-05,0.0,1.0,0.0,1,"[""생명"", ""제휴"", ""현황"", ""회사"", ""신혼부부재테크""]"
metlife,2022-09-12,1.0,0.0,0.0,1,"[""보험리모델링"", ""성공사례"", ""전환실손"", ""건강보험"", ""재무상담후기""]"
metlife,2022-09-19,0.0,1.0,0.0,1,"[""손보"", ""생명"", ""네이버보험인부산경남"", ""월정모"", ""한국보험금융""]"
metlife,2022-09-26,0.176,0.824,0.0,17,"[""정답"", ""메트라이프생명"", ""용종이"", ""십이지장"", ""대장에서""]"
metlife,2022-10-03,0.0,1.0,0.0,1,"[""유입분석"", ""주간"", ""찐후기가증명하는캐시"", ""일케시닥정답"", ""일케시워크정답""]"
metlife,2022-10-24,0.0,1.0,0.0,1,"[""생명"", ""제휴"", ""현황"", ""회사"", ""재테크상담""]"
metlife,2022-11-07,0.0,1.0,0.0,1,"[""동일운전자보험"", ""운전자보험비교견적"", ""입장에서는"", ""중상해교통사고보험"", ""손쉽게""]"
metlife,2022-11-28,0.0,1.0,0.0,1,"[""생명"", ""제휴"", ""현황"", ""회사"", ""재테크상담""]"
metlife,2022-12-05,0.5,0.5,0.0,2,"[""사회공헌재단"", ""토크콘서트"", ""메트라이프"", ""화재"", ""파이낸셜헬스""]"
metlife,2022-12-12,0.0,1.0,0.0,1,"[""면접"", ""있는"", ""세무사"", ""일상"", ""채용""]"
metlife,2022-12-19,0.0,1.0,0.0,1,"[""평생"", ""대재테크"", ""성공비책"", ""살아"", ""움직이는""]"
metlife,2023-01-09,0.5,0.5,0.0,2,"[""생명"", ""추천"", ""제휴"", ""현황"", ""회사""]"
metlife,2023-01-30,0.0,1.0,0.0,1,"[""생명"", ""제휴"", ""현황"", ""회사"", ""재테크상담""]"
metlife,2023-02-06,0.0,1.0,0.0,1,"[""메트라이프생명보험"", ""사무보조"", ""서류"", ""서류합격"", ""취준생입니다""]"
metlife,2023-02-13,0.0,1.0,0.0,1,"[""생명"", ""손보"", ""부산경남"", ""보험인정모후기"", ""한국보험금융""]"
metlife,2023-02-27,1.0,0.0,0.0,1,"[""보험리모델링"", ""추천"", ""전환실손"", ""건강보험"", ""업그레이드""]"
metlife,2023-03-06,0.0,1.0,0.0,1,"[""생명"", ""제휴"", ""현황"", ""회사"", ""재테크상담""]"
metlife,2023-03-13,1.0,0.0,0.0,1,"[""실비보험"", ""다이렉트"", ""메트라이프실비보험"", ""알뜰하게"", ""준비해요""]"
metlife,2023-03-27,0.333,0.333,0.333,3,"[""달러"", ""메트라이프"", ""유니버셜"", ""후기"", ""상품이""]"
metlife,2023-04-03,0.0,1.0,0.0,1,"[""생명"", ""제휴"", ""현황"", ""회사"", ""재테크상담""]"
metlife,2023-04-17,0.333,0.667,0.0,3,"[""유니버셜"", ""달러종신보험"", ""환불받은"", ""입원"", ""메트라이프""]"
metlife,2023-04-24,1.0,0.0,0.0,1,"[""보험리모델링"", ""보험료"", ""절약"", ""보장"", ""업그레이드""]"
metlife,2023-05-15,0.0,1.0,0.0,1,"[""생명"", ""제휴"", ""현황"", ""회사"", ""재테크상담""]"
metlife,2023-05-22,0.0,1.0,0.0,2,"[""생명"", ""성공사례"", ""제휴"", ""현황"", ""회사""]"
metlife,2023-06-12,0.0,0.0,1.0,1,"[""달러종신보험"", ""좋다고"", ""해서"", ""가입한"", ""메트라이프""]"
metlife,2023-06-26,0.5,0.5,0.0,2,"[""생명"", ""푸르덴셜생명"", ""라이나생명"", ""동양생명"", ""애플링""]"
metlife,2023-07-31,0.0,1.0,0.0,1,"[""생명"", ""제휴"", ""현황"", ""회사"", ""보험리모델링""]"
metlife,2023-08-07,0.0,0.5,0.5,2,"[""메트라이프"", ""달러종신보험"", ""최종"", ""설명듣고"", ""가입한""]"
metlife,2023-08-14,0.0,1.0,0.0,1,"[""생명"", ""제휴"", ""현황"", ""회사"", ""재테크상담""]"
metlife,2023-08-21,0.0,1.0,0.0,1,"[""자녀양육비와"", ""부부간"", ""부양료의"", ""성질"", ""메트라이프""]"
metlife,2023-08-28,0.5,0.5,0.0,2,"[""생명"", ""제휴"", ""현황"", ""회사"", ""미래에셋생명""]"
metlife,2023-09-04,0.0,1.0,0.0,1,"[""링크정보"", ""동양생명"", ""무배당수호천사변액유니버셜통합"", ""경남"", ""창녕""]"
metlife,2023-09-11,0.0,1.0,0.0,1,"[""링크정보"", ""귀여움의"", ""진화적"", ""이유외"", ""카페창업자격증""]"
metlife,2023-09-18,0.0,1.0,0.0,1,"[""생명"", ""제휴"", ""현황"", ""회사"", ""재테크상담""]"
metlife,2023-10-16,0.333,0.667,0.0,3,"[""생명"", ""제휴"", ""현황"", ""회사"", ""한국""]"
metlife,2023-10-23,0.0,1.0,0.0,1,"[""생명"", ""제휴"", ""현황"", ""회사"", ""의사재테크""]"
metlife,2023-10-30,0.0,1.0,0.0,1,"[""생명"", ""제휴"", ""현황"", ""회사"", ""재테크상담""]"
metlife,2023-11-06,0.0,1.0,0.0,1,"[""생명"", ""제휴"", ""현황"", ""회사"", ""직장인재무설계""]"
metlife,2023-12-11,0.0,1.0,0.0,1,"[""생명"", ""제휴"", ""현황"", ""회사"", ""재테크상담""]"
metlife,2023-12-25,0.0,0.667,0.333,3,"[""생명보험"", ""메트라이프"", ""먼저"", ""손해보험"", ""달러종신보험""]"
metlife,2024-01-22,0.0,1.0,0.0,2,"[""생명"", ""제휴"", ""현황"", ""회사"", ""제주""]"
metlife,2024-01-29,1.0,0.0,0.0,1,"[""법인회사"", ""중소기업"", ""대표이사의"", ""보험리모델링"", ""추천""]"
metlife,2024-02-19,0.0,0.0,1.0,2,"[""메트라이프"", ""무배당"", ""유니버셜"", ""달러종신보험"", ""캡틴행정사사무소""]"
metlife,2024-03-18,0.0,1.0,0.0,1,"[""생명"", ""제휴"", ""현황"", ""회사"", ""재테크상담""]"
metlife,2024-03-25,0.5,0.25,0.25,4,"[""종신보험"", ""유니버셜"", ""후기"", ""보상실무"", ""교육""]"
metlife,2024-04-01,0.0,1.0,0.0,1,"[""임원의"", ""역할"", ""역할전환"", ""임원교육"", ""컨텐츠소개""]"
metlife,2024-04-08,0.0,1.0,0.0,3,"[""생명"", ""제휴"", ""현황"", ""회사"", ""재테크상담""]"
metlife,2024-04-15,0.333,0.0,0.667,3,"[""메트라이프생명"", ""유니버셜"", ""변액"", ""오늘의"", ""종신보험""]"
metlife,2024-04-22,0.0,0.333,0.667,3,"[""생명"", ""메트라이프생명"", ""메트라이프"", ""무배당"", ""유니버셜""]"
metlife,2024-05-06,0.5,0.5,0.0,4,"[""서울머니쇼"", ""생명"", ""후기"", ""경품"", ""이벤트""]"
metlife,2024-05-13,0.25,0.5,0.25,4,"[""생명"", ""서울머니쇼"", ""메트라이프종신보험해지"", ""민원으로"", ""전액환불""]"
metlife,2024-05-20,0.0,1.0,0.0,1,"[""생명"", ""제휴"", ""현황"", ""회사"", ""재테크상담""]"
metlife,2024-06-10,0.0,0.5,0.5,2,"[""메트라이프"", ""홍보영상"", ""민원성공사례"", ""유니버셜"", ""달러종신보험""]"
metlife,2024-06-17,0.0,0.667,0.333,3,"[""민원"", ""무배당"", ""환불"", ""후기"", ""종신보험""]"
metlife,2024-06-24,0.0,1.0,0.0,3,"[""손해보험"", ""대한약학회"", ""앰배서더호텔"", ""고객센터"", ""얼라인드어소시에이츠""]"
metlife,2024-07-01,0.0,1.0,0.0,3,"[""사진세공사의"", ""손해보험"", ""대한약학회"", ""앰배서더호텔"", ""고객센터""]"
metlife,2024-07-08,0.333,0.667,0.0,3,"[""생명"", ""제휴"", ""현황"", ""회사"", ""손해보험""]"
metlife,2024-07-15,0.0,0.833,0.167,6,"[""생명"", ""메트라이프"", ""제휴"", ""현황"", ""회사""]"
metlife,2024-07-22,0.0,1.0,0.0,1,"[""사진세공사"", ""광주요"", ""이천센터점에서"", ""열린"", ""도자축제""]"
metlife,2024-08-12,0.0,1.0,0.0,1,"[""생명"", ""제휴"", ""현황"", ""회사"", ""재테크상담""]"
metlife,2024-08-26,0.0,1.0,0.0,1,"[""생명"", ""제휴"", ""현황"", ""회사"", ""보험리모델링""]"
metlife,2024-09-02,0.0,0.5,0.5,2,"[""생명"", ""메트라이프생명"", ""무배당"", ""유니버셜"", ""제휴""]"
metlife,2024-09-16,0.0,0.0,1.0,1,"[""메트라이프생명"", ""변액"", ""유니버셜"", ""종신보험"", ""해지""]"
metlife,2024-10-07,0.5,0.0,0.5,2,"[""후기"", ""메트라이프생명"", ""기흉"", ""수술"", ""흉강삽관부터""]"
metlife,2024-10-14,0.0,0.0,1.0,1,"[""일상"", ""대전"", ""일등맘"", ""산모교실"", ""참석""]"
metlife,2024-10-28,0.0,1.0,0.0,3,"[""손해보험"", ""대한약학회"", ""앰배서더호텔"", ""고객센터"", ""얼라인드어소시에이츠""]"
metlife,2024-11-11,0.333,0.667,0.0,3,"[""메트라이프"", ""인재"", ""저스펙"", ""후기"", ""손해보험""]"
metlife,2024-11-18,1.0,0.0,0.0,1,"[""온오프라인"", ""유튜브"", ""중계"", ""현장중계"", ""하이브리드""]"
metlife,2024-11-25,0.0,0.0,1.0,1,"[""메트라이프생명"", ""유니버셜"", ""달러"", ""종신보험"", ""민원""]"
metlife,2024-12-02,0.0,1.0,0.0,1,"[""생명"", ""제휴"", ""현황"", ""회사"", ""재테크상담""]"
metlife,2024-12-09,0.0,1.0,0.0,2,"[""생명"", ""제휴"", ""현황"", ""회사"", ""생명보험사""]"
metlife,2024-12-16,1.0,0.0,0.0,2,"[""후기"", ""일등맘"", ""산모교실"", ""메트라이프"", ""교육""]"
metlife,2024-12-23,0.0,1.0,0.0,1,"[""생명"", ""무료"", ""재무상담보다는"", ""확실한"", ""유료재무상담으로""]"
metlife,2024-12-30,1.0,0.0,0.0,1,"[""소공동"", ""롯데호텔에서"", ""진행된"", ""법무법인"", ""신입생""]"
metlife,2025-01-13,0.0,1.0,0.0,1,"[""생명"", ""제휴"", ""현황"", ""회사"", ""재테크상담""]"
metlife,2025-01-20,0.0,0.333,0.667,3,"[""생명"", ""제휴"", ""현황"", ""회사"", ""메트라이프생명""]"
metlife,2025-02-17,1.0,0.0,0.0,2,"[""메트라이프"", ""후기"", ""가입자들의"", ""실제"", ""커스텀미디어와""]"
metlife,2025-02-24,0.0,1.0,0.0,1,"[""생명"", ""제휴"", ""현황"", ""회사"", ""재테크상담""]"
metlife,2025-03-03,0.6,0.4,0.0,5,"[""촬영"", ""후기"", ""손해보험"", ""대한약학회"", ""앰배서더호텔""]"
metlife,2025-03-10,1.0,0.0,0.0,7,"[""손해보험"", ""대한약학회"", ""앰배서더호텔"", ""고객센터"", ""얼라인드어소시에이츠""]"
metlife,2025-03-17,0.0,1.0,0.0,4,"[""손해보험"", ""대한약학회"", ""앰배서더호텔"", ""고객센터"", ""얼라인드어소시에이츠""]"
metlife,2025-03-24,0.2,0.8,0.0,5,"[""후기"", ""커스텀미디어가"", ""담은"", ""손해보험"", ""대한약학회""]"
metlife,2025-03-31,0.0,0.667,0.333,3,"[""후기"", ""커스텀미디어가"", ""담은"", ""세미나"", ""행사사진""]"
metlife,2025-04-07,0.0,1.0,0.0,2,"[""수술"", ""퇴원"", ""후기"", ""메트라이프"", ""광명""]"
metlife,2025-04-14,0.0,1.0,0.0,3,"[""생명"", ""후기"", ""메트라이프"", ""개장전"", ""주요이슈""]"
metlife,2025-04-21,1.0,0.0,0.0,1,"[""채용"", ""메트라이프생명"", ""총정리"", ""공식"", ""홈페이지나""]"
metlife,2025-04-28,1.0,0.0,0.0,1,"[""이번"", ""주말은"", ""서울머니쇼"", ""가자"", ""손해보험""]"
metlife,2025-05-12,0.5,0.25,0.25,4,"[""생명"", ""박희영"", ""제휴"", ""현황"", ""회사""]"
metlife,2025-05-19,0.0,1.0,0.0,2,"[""생명"", ""제휴"", ""현황"", ""회사"", ""재테크상담""]"
metlife,2025-05-26,0.0,1.0,0.0,2,"[""산모교실"", ""출산"", ""일전"", ""부지런히"", ""다니기""]"
metlife,2025-06-02,0.0,1.0,0.0,1,"[""조기진통"", ""고위험산모"", ""집중치료실"", ""입원비"", ""실비청구""]"
metlife,2025-06-09,0.0,1.0,0.0,2,"[""산모교실"", ""행사"", ""후기"", ""메트라이프"", ""맘스피드""]"
metlife,2025-06-30,0.5,0.5,0.0,2,"[""생명"", ""제휴"", ""현황"", ""회사"", ""메트라이프생명보험""]"
metlife,2025-07-07,0.667,0.333,0.0,3,"[""메트라이프"", ""생명"", ""태아보험"", ""현대해상"", ""비교""]"
metlife,2025-07-14,0.0,0.0,1.0,2,"[""메트라이프생명"", ""종신보험"", ""눈앞이"", ""깜깜했던"", ""민원""]"
metlife,2025-07-21,0.0,1.0,0.0,2,"[""생명"", ""제휴"", ""현황"", ""회사"", ""추천""]"
metlife,2025-08-04,0.0,0.5,0.5,2,"[""변액보험"", ""메트라이프"", ""연금"", ""필수"", ""그래도""]"
metlife,2025-08-11,0.0,0.25,0.75,4,"[""연금"", ""달러"", ""예시"", ""주요"", ""저해지""]"
metlife,2025-08-18,0.0,0.0,1.0,3,"[""메트라이프생명"", ""일시납"", ""중도"", ""달러종신보험"", ""유니버셜달러종신보험""]"
metlife,2025-08-25,0.0,0.167,0.833,6,"[""메트라이프생명"", ""메트라이프"", ""해지"", ""종신보험"", ""무배당""]"
metlife,2025-09-01,0.4,0.5,0.1,10,"[""메트라이프"", ""손실"", ""후기"", ""내고"", ""보험을""]"
metlife,2025-09-08,0.375,0.5,0.125,8,"[""메트라이프"", ""달러종신보험"", ""백만인을"", ""위한"", ""종신보험""]"
metlife,2025-09-15,0.25,0.625,0.125,8,"[""메트라이프"", ""달러"", ""생명"", ""현황"", ""회사""]"
metlife,2025-09-22,0.4,0.6,0.0,5,"[""메트라이프"", ""생명"", ""재해"", ""후기"", ""해지""]"
metlife,2025-09-29,0.167,0.333,0.5,6,"[""메트라이프"", ""오늘의"", ""납입"", ""연결"", ""해지""]"
metlife,2025-10-06,0.0,0.25,0.75,4,"[""메트라이프"", ""달러"", ""종신보험"", ""가지"", ""해지""]"
